,Organic Google Search query,Organic Google Search clicks,Organic Google Search impressions,Organic Google Search click through rate,Organic Google Search average position,Date
12012,ladies collarless leather jacket,1,55,0.0181818181818181,2.690909090909091,03-2023
12013,ladies cross body bag,1,344,0.002906976744186,47.80813953488372,03-2023
12014,ladies flight jacket,1,2,0.5,18.0,03-2023
12015,ladies genuine leather jackets,1,7,0.1428571428571428,30.428571428571427,03-2023
12016,ladies gold leather belt,1,1,1.0,23.0,03-2023
12017,ladies green leather jacket,1,27,0.037037037037037,7.814814814814815,03-2023
12018,ladies leather,1,98,0.010204081632653,5.846938775510204,03-2023
12019,ladies leather aviator jacket,1,10,0.1,9.6,03-2023
12020,ladies leather back pack,1,20,0.05,16.05,03-2023
12021,ladies leather bags online,1,2,0.5,47.0,03-2023
12022,ladies leather bike jacket,1,3,0.3333333333333333,6.0,03-2023
12023,ladies leather biker jacket sale,1,15,0.0666666666666666,8.533333333333333,03-2023
12024,ladies leather biker jackets uk,1,55,0.0181818181818181,3.963636363636364,03-2023
12025,ladies leather biker waistcoats uk,1,4,0.25,6.75,03-2023
12026,ladies leather blazers uk,1,1,1.0,12.0,03-2023
12027,ladies leather coats uk,1,86,0.0116279069767441,6.732558139534884,03-2023
12028,ladies leather cross body bags,1,171,0.0058479532163742,12.994152046783626,03-2023
12029,ladies leather gloves,1,715,0.0013986013986013,20.81118881118881,03-2023
12030,ladies leather jacket black,1,67,0.0149253731343283,4.388059701492537,03-2023
12031,ladies leather jacket design,1,70,0.0142857142857142,9.057142857142855,03-2023
12032,ladies leather jackets for sale,1,2,0.5,9.0,03-2023
12033,ladies leather look jackets,1,1,1.0,14.0,03-2023
12034,ladies leather moccasin slippers,1,11,0.0909090909090909,19.181818181818183,03-2023
12035,ladies leather phone bag,1,2,0.5,13.5,03-2023
12036,ladies leather purses and wallets,1,6,0.1666666666666666,53.16666666666666,03-2023
12037,ladies leather shoulder bags uk,1,17,0.0588235294117647,2.0,03-2023
12038,ladies leather tote bag,1,1,1.0,22.0,03-2023
12039,ladies leather tote handbags,1,2,0.5,22.5,03-2023
12040,ladies leather trousers,1,160,0.00625,29.625,03-2023
12041,ladies leather trousers size 14,1,2,0.5,8.0,03-2023
12042,ladies leather waistcoat,1,93,0.010752688172043,3.870967741935484,03-2023
12043,ladies long leather coats,1,8,0.125,11.5,03-2023
12044,ladies long sheepskin coat,1,2,0.5,1.0,03-2023
12045,ladies mocassin slippers,1,6,0.1666666666666666,6.666666666666667,03-2023
12046,ladies moccasin slippers,1,1168,0.0008561643835616,16.074486301369863,03-2023
12047,ladies navy bag,1,1,1.0,13.0,03-2023
12048,ladies navy jackets,1,27,0.037037037037037,17.37037037037037,03-2023
12049,ladies navy leather gloves,1,29,0.0344827586206896,2.5172413793103448,03-2023
12050,ladies navy leather jacket,1,96,0.0104166666666666,1.8958333333333333,03-2023
12051,ladies navy leather jacket uk,1,4,0.25,1.0,03-2023
12052,ladies purple leather jacket,1,2,0.5,3.5,03-2023
12053,ladies purse leather,1,172,0.005813953488372,24.73837209302325,03-2023
12054,ladies red leather jacket,1,141,0.0070921985815602,4.716312056737589,03-2023
12055,ladies red purse,1,9,0.1111111111111111,22.666666666666668,03-2023
12056,ladies rucksack,1,267,0.0037453183520599,33.68539325842696,03-2023
12057,ladies shearling coats,1,20,0.05,24.85,03-2023
12058,ladies sheepskin boots,1,48,0.0208333333333333,29.916666666666668,03-2023
12059,ladies sheepskin coat with hood,1,21,0.0476190476190476,1.6666666666666663,03-2023
12060,ladies sheepskin coats sale,1,2,0.5,5.0,03-2023
12061,ladies sheepskin coats uk,1,2,0.5,5.5,03-2023
12062,ladies sheepskin gloves,1,133,0.0075187969924812,32.661654135338345,03-2023
12063,ladies sheepskin jackets sale,1,18,0.0555555555555555,9.555555555555555,03-2023
12064,ladies sheepskin jackets uk,1,9,0.1111111111111111,1.1111111111111112,03-2023
12065,ladies short leather jackets uk,1,8,0.125,4.75,03-2023
12066,ladies shoulder bags,1,251,0.0039840637450199,28.19123505976096,03-2023
12067,ladies small backpack handbag,1,2,0.5,18.0,03-2023
12068,ladies suede coat,1,28,0.0357142857142857,18.321428571428573,03-2023
12069,ladies suede gilet,1,20,0.05,2.4,03-2023
12070,ladies suede slippers,1,195,0.0051282051282051,22.512820512820515,03-2023
12071,ladies suede waistcoat,1,9,0.1111111111111111,7.222222222222222,03-2023
12072,ladies tan backpack,1,19,0.0526315789473684,4.052631578947368,03-2023
12073,ladies tan handbags,1,29,0.0344827586206896,6.413793103448276,03-2023
12074,ladies tan handbags uk,1,3,0.3333333333333333,6.0,03-2023
12075,ladies tan jackets,1,54,0.0185185185185185,5.481481481481482,03-2023
12076,ladies tan leather cross body bag,1,10,0.1,3.3,03-2023
12077,ladies three quarter length coats,1,1,1.0,30.0,03-2023
12078,lady leather bag,1,1,1.0,6.0,03-2023
12079,lakeland leather jacket mens,1,1,1.0,38.0,03-2023
12080,lambskin jacket,1,39,0.0256410256410256,7.9743589743589745,03-2023
12081,lambskin leather jacket mens,1,30,0.0333333333333333,6.233333333333333,03-2023
12082,laptop bag leather men,1,21,0.0476190476190476,41.42857142857143,03-2023
12083,laptop leather briefcase,1,1,1.0,10.0,03-2023
12084,laptop satchel mens,1,12,0.0833333333333333,6.166666666666667,03-2023
12085,laptop shoulder bag men,1,1,1.0,3.0,03-2023
12086,laptop shoulder bag men's,1,48,0.0208333333333333,7.354166666666667,03-2023
12087,large black clutch bag,1,526,0.0019011406844106,19.38593155893536,03-2023
12088,large black leather clutch bag,1,1,1.0,28.0,03-2023
12089,large black travel bag,1,2,0.5,2.0,03-2023
12090,large brown leather backpack,1,2,0.5,5.5,03-2023
12091,large leather backpack women's,1,31,0.032258064516129,9.451612903225806,03-2023
12092,large leather backpack womens,1,91,0.0109890109890109,39.61538461538461,03-2023
12093,large leather backpacks,1,7,0.1428571428571428,3.571428571428572,03-2023
12094,large leather bag,1,152,0.006578947368421,18.019736842105264,03-2023
12095,large leather crossbody bags uk,1,1,1.0,20.0,03-2023
12096,large leather handbags,1,261,0.003831417624521,23.455938697318008,03-2023
12097,large leather handbags uk,1,47,0.0212765957446808,5.48936170212766,03-2023
12098,large leather hobo bag,1,5,0.2,18.6,03-2023
12099,large leather man bag,1,7,0.1428571428571428,3.7142857142857135,03-2023
12100,large leather purses,1,52,0.0192307692307692,20.96153846153846,03-2023
12101,large leather rucksack womens,1,10,0.1,3.2,03-2023
12102,large leather trunk,1,5,0.2,7.6,03-2023
12103,large leather weekend bag mens,1,6,0.1666666666666666,23.33333333333333,03-2023
12104,large mens leather jackets,1,148,0.0067567567567567,31.42567567567568,03-2023
12105,large navy handbag,1,2,0.5,9.5,03-2023
12106,large zip around purse,1,126,0.0079365079365079,15.992063492063492,03-2023
12107,lather bomber jacket,1,1,1.0,8.0,03-2023
12108,lather jacket,1,228,0.0043859649122807,14.605263157894736,03-2023
12109,lather jackets for men,1,1,1.0,13.0,03-2023
12110,learher backpack,1,37,0.027027027027027,2.45945945945946,03-2023
12111,learher coats,1,1,1.0,12.0,03-2023
12112,leather & co,1,15,0.0666666666666666,6.933333333333334,03-2023
12113,leather 3/4 jacket,1,9,0.1111111111111111,8.777777777777779,03-2023
12114,leather a4 document folder,1,1,1.0,8.0,03-2023
12115,leather accesories,1,30,0.0333333333333333,25.633333333333333,03-2023
12116,leather and fur jacket women's,1,3,0.3333333333333333,8.0,03-2023
12117,leather and luggage,1,2,0.5,3.0,03-2023
12118,leather and sheepskin jacket,1,107,0.0093457943925233,5.551401869158879,03-2023
12119,leather apparel,1,1,1.0,5.0,03-2023
12120,leather attache case uk,1,4,0.25,30.5,03-2023
12121,leather back.pack,1,9,0.1111111111111111,2.4444444444444446,03-2023
12122,leather backapck,1,1,1.0,2.0,03-2023
12123,leather backback,1,19,0.0526315789473684,2.263157894736842,03-2023
12124,leather backbag,1,3,0.3333333333333333,2.0,03-2023
12125,leather backpac,1,8,0.125,2.0,03-2023
12126,leather backpack bag for ladies,1,1,1.0,23.0,03-2023
12127,leather backpack bags,1,14,0.0714285714285714,4.642857142857142,03-2023
12128,leather backpack bags for ladies,1,2,0.5,5.0,03-2023
12129,leather backpack black mens,1,1,1.0,4.0,03-2023
12130,leather backpack cheap,1,1,1.0,10.0,03-2023
12131,leather backpack for college,1,2,0.5,39.5,03-2023
12132,leather backpack for man,1,2,0.5,6.0,03-2023
12133,leather backpack handbag uk,1,14,0.0714285714285714,2.0,03-2023
12134,leather backpack handbags,1,234,0.0042735042735042,14.935897435897436,03-2023
12135,leather backpack handbags for ladies,1,3,0.3333333333333333,2.333333333333333,03-2023
12136,leather backpack ladies,1,187,0.0053475935828877,13.62566844919786,03-2023
12137,leather backpack purse,1,153,0.0065359477124183,4.5359477124183005,03-2023
12138,leather backpack style handbags,1,5,0.2,2.0,03-2023
12139,leather backpack women,1,394,0.0025380710659898,47.7258883248731,03-2023
12140,leather backpack womens,1,450,0.0022222222222222,26.03333333333333,03-2023
12141,leather backpacks for ladies,1,47,0.0212765957446808,20.148936170212767,03-2023
12142,leather backpacks for travel,1,2,0.5,4.0,03-2023
12143,leather backpacks ladies,1,23,0.0434782608695652,26.565217391304348,03-2023
12144,leather backpacks mens,1,59,0.0169491525423728,7.508474576271187,03-2023
12145,leather bag for luggage,1,2,0.5,4.0,03-2023
12146,leather bag for men black,1,1,1.0,5.0,03-2023
12147,leather bag for men small,1,1,1.0,4.0,03-2023
12148,leather bag for office use,1,1,1.0,3.0,03-2023
12149,leather bag for travel,1,2,0.5,2.5,03-2023
12150,leather bag green,1,1,1.0,7.0,03-2023
12151,leather bag man,1,64,0.015625,20.203125,03-2023
12152,leather bag men's business,1,1,1.0,20.0,03-2023
12153,leather bag protection spray,1,1,1.0,4.0,03-2023
12154,leather bag shop near me,1,1,1.0,2.0,03-2023
12155,leather bag small,1,1,1.0,12.0,03-2023
12156,leather bag travel,1,12,0.0833333333333333,17.916666666666668,03-2023
12157,leather bag white,1,7,0.1428571428571428,19.0,03-2023
12158,leather bag with deer logo,1,5,0.2,3.8,03-2023
12159,leather bagd,1,1,1.0,11.0,03-2023
12160,leather bagpacks,1,2,0.5,13.5,03-2023
12161,leather bags for woman,1,1,1.0,6.0,03-2023
12162,leather bags for women sale,1,1,1.0,34.0,03-2023
12163,leather bags for women uk,1,11,0.0909090909090909,2.5454545454545454,03-2023
12164,leather bags ladies,1,19,0.0526315789473684,17.94736842105263,03-2023
12165,leather bags london,1,1,1.0,1.0,03-2023
12166,leather bags sale,1,8,0.125,41.875,03-2023
12167,leather baseball cap mens,1,7,0.1428571428571428,8.428571428571429,03-2023
12168,leather bathroom bag,1,5,0.2,2.0,03-2023
12169,leather bean bag,1,217,0.0046082949308755,27.70046082949309,03-2023
12170,leather belt women black,1,2,0.5,30.0,03-2023
12171,leather belts uk,1,1,1.0,47.0,03-2023
12172,leather biker jacket mens uk,1,11,0.0909090909090909,4.181818181818182,03-2023
12173,leather biker jacket women's,1,11,0.0909090909090909,21.181818181818183,03-2023
12174,leather biker jackets,1,370,0.0027027027027027,24.68108108108108,03-2023
12175,leather biker jackets for women,1,277,0.003610108303249,15.010830324909747,03-2023
12176,leather biker jackets mens,1,8,0.125,11.125,03-2023
12177,leather biker jackets womens,1,34,0.0294117647058823,32.35294117647059,03-2023
12178,leather black backpack,1,38,0.0263157894736842,19.26315789473684,03-2023
12179,leather black backpacks,1,2,0.5,5.0,03-2023
12180,leather black handbags,1,10,0.1,16.2,03-2023
12181,leather black rucksack,1,11,0.0909090909090909,18.818181818181817,03-2023
12182,leather blazer for mens,1,40,0.025,34.075,03-2023
12183,leather blazer jacket,1,357,0.0028011204481792,22.33333333333333,03-2023
12184,leather blazer men's,1,47,0.0212765957446808,58.0,03-2023
12185,leather blazer uk,1,18,0.0555555555555555,3.611111111111111,03-2023
12186,leather blazer womens,1,24,0.0416666666666666,14.041666666666666,03-2023
12187,leather blazers men,1,11,0.0909090909090909,29.363636363636363,03-2023
12188,leather blouson jacket,1,161,0.0062111801242236,10.347826086956522,03-2023
12189,leather bomber jacket uk,1,12,0.0833333333333333,9.5,03-2023
12190,leather bomber style jacket,1,2,0.5,10.0,03-2023
12191,leather boobtube,1,10,0.1,4.9,03-2023
12192,leather book,1,167,0.0059880239520958,10.005988023952096,03-2023
12193,leather briefcase for men,1,407,0.0024570024570024,29.27272727272728,03-2023
12194,leather brown backpack,1,24,0.0416666666666666,14.916666666666666,03-2023
12195,leather brown jacket,1,399,0.0025062656641604,7.320802005012531,03-2023
12196,leather bum bag uk,1,289,0.0034602076124567,11.245674740484429,03-2023
12197,leather bum bag womens uk,1,4,0.25,5.0,03-2023
12198,leather burgundy bag,1,20,0.05,4.55,03-2023
12199,leather cabin luggage on wheels,1,11,0.0909090909090909,8.545454545454547,03-2023
12200,leather camel bag,1,9,0.1111111111111111,4.777777777777778,03-2023
12201,leather cap,1,106,0.0094339622641509,40.70754716981132,03-2023
12202,leather caps for men,1,6,0.1666666666666666,27.0,03-2023
12203,leather carry case,1,2,0.5,2.5,03-2023
12204,leather carry on bag men's,1,1,1.0,7.0,03-2023
12205,leather carry on bag mens,1,5,0.2,46.0,03-2023
12206,leather carry on bags,1,1,1.0,4.0,03-2023
12207,leather carry on bags for men,1,4,0.25,4.0,03-2023
12208,leather carry on luggage,1,165,0.006060606060606,34.83030303030303,03-2023
12209,leather carry-on bag,1,1,1.0,4.0,03-2023
12210,leather chest,1,100,0.01,7.26,03-2023
12211,leather cleaning cloth,1,1,1.0,38.0,03-2023
12212,leather cleaning cream,1,15,0.0666666666666666,10.333333333333334,03-2023
12213,leather clothes shop near me,1,1,1.0,3.0,03-2023
12214,leather clothes shops near me,1,7,0.1428571428571428,10.0,03-2023
12215,leather clothing mens,1,1,1.0,9.0,03-2023
12216,leather coat for men,1,75,0.0133333333333333,12.226666666666668,03-2023
12217,leather coat ladies,1,77,0.0129870129870129,9.311688311688313,03-2023
12218,leather coat men,1,247,0.0040485829959514,16.829959514170042,03-2023
12219,leather coat mens,1,178,0.0056179775280898,24.280898876404493,03-2023
12220,leather coat shops near me,1,10,0.1,9.7,03-2023
12221,leather coat trench,1,82,0.0121951219512195,7.439024390243903,03-2023
12222,leather coat warehouse,1,1,1.0,1.0,03-2023
12223,leather coat woman,1,42,0.0238095238095238,13.595238095238097,03-2023
12224,leather coats for ladies,1,14,0.0714285714285714,6.928571428571429,03-2023
12225,leather coats for women,1,538,0.0018587360594795,18.529739776951672,03-2023
12226,leather coats ladies,1,12,0.0833333333333333,11.166666666666666,03-2023
12227,leather coats long,1,7,0.1428571428571428,7.857142857142857,03-2023
12228,leather coats men's,1,2,0.5,6.0,03-2023
12229,leather coats mens,1,49,0.0204081632653061,8.36734693877551,03-2023
12230,leather coats womens,1,170,0.0058823529411764,7.864705882352941,03-2023
12231,leather com,1,31,0.032258064516129,5.67741935483871,03-2023
12232,leather commuter bag,1,3,0.3333333333333333,1.6666666666666663,03-2023
12233,leather croc bag,1,8,0.125,4.375,03-2023
12234,leather cross bag,1,45,0.0222222222222222,24.0,03-2023
12235,leather cross body bag mens,1,1,1.0,38.0,03-2023
12236,leather cross body handbags,1,33,0.0303030303030303,28.939393939393938,03-2023
12237,leather crossbody bag uk,1,21,0.0476190476190476,17.761904761904763,03-2023
12238,leather crossbody bags uk,1,1,1.0,10.0,03-2023
12239,leather crossbody phone bag,1,40,0.025,8.025,03-2023
12240,leather day pack,1,1,1.0,6.0,03-2023
12241,leather designer handbags,1,22,0.0454545454545454,28.59090909090909,03-2023
12242,leather doctors bag,1,23,0.0434782608695652,49.60869565217392,03-2023
12243,leather doctors bag uk,1,1,1.0,33.0,03-2023
12244,leather document wallet,1,226,0.0044247787610619,17.36283185840708,03-2023
12245,leather dress jackets,1,4,0.25,1.25,03-2023
12246,leather dye cream,1,4,0.25,12.5,03-2023
12247,leather flight bags,1,42,0.0238095238095238,10.047619047619047,03-2023
12248,leather flying jacket,1,141,0.0070921985815602,21.120567375886523,03-2023
12249,leather flying jacket uk,1,7,0.1428571428571428,11.857142857142858,03-2023
12250,leather for man,1,2,0.5,6.5,03-2023
12251,leather for sale near me,1,2,0.5,1.0,03-2023
12252,leather full length coat,1,6,0.1666666666666666,2.166666666666667,03-2023
12253,leather fur coat,1,324,0.0030864197530864,7.916666666666667,03-2023
12254,leather fur coat women,1,1,1.0,4.0,03-2023
12255,leather fur coats,1,34,0.0294117647058823,4.529411764705882,03-2023
12256,leather fur hat,1,6,0.1666666666666666,28.166666666666668,03-2023
12257,leather fur jacket,1,38,0.0263157894736842,23.026315789473685,03-2023
12258,leather fur lined jacket,1,19,0.0526315789473684,8.105263157894736,03-2023
12259,leather gilet ladies,1,6,0.1666666666666666,2.333333333333333,03-2023
12260,leather gilets,1,236,0.0042372881355932,4.186440677966102,03-2023
12261,leather gilets mens,1,31,0.032258064516129,2.774193548387097,03-2023
12262,leather gillet,1,364,0.0027472527472527,5.524725274725275,03-2023
12263,leather gloves ladies,1,38,0.0263157894736842,37.0,03-2023
12264,leather gloves with zipper,1,7,0.1428571428571428,3.0,03-2023
12265,leather golf bag,1,55,0.0181818181818181,42.70909090909091,03-2023
12266,leather golfbag,1,4,0.25,1.0,03-2023
12267,leather goods manufacturer uk,1,44,0.0227272727272727,10.704545454545457,03-2023
12268,leather goods mens,1,1,1.0,9.0,03-2023
12269,leather goods stores,1,46,0.0217391304347826,35.08695652173913,03-2023
12270,leather goods uk,1,96,0.0104166666666666,11.385416666666666,03-2023
12271,leather grooming bag,1,1,1.0,3.0,03-2023
12272,leather gun slip,1,125,0.008,14.84,03-2023
12273,leather gunslip,1,1,1.0,17.0,03-2023
12274,leather ha,1,2,0.5,4.0,03-2023
12275,leather habdbag,1,1,1.0,2.0,03-2023
12276,leather hand bag,1,264,0.0037878787878787,12.075757575757576,03-2023
12277,leather hand carry bag,1,5,0.2,11.4,03-2023
12278,leather hand luggage,1,138,0.0072463768115942,11.579710144927535,03-2023
12279,leather hand luggage bag,1,7,0.1428571428571428,5.714285714285714,03-2023
12280,leather handbag backpack,1,77,0.0129870129870129,8.03896103896104,03-2023
12281,leather handbag companies,1,1,1.0,70.0,03-2023
12282,leather handbag designers,1,2,0.5,80.0,03-2023
12283,leather handbag rucksack,1,18,0.0555555555555555,6.444444444444445,03-2023
12284,leather handbags and purses,1,1,1.0,2.0,03-2023
12285,leather handbags for ladies,1,69,0.0144927536231884,15.507246376811594,03-2023
12286,leather handbags for men,1,110,0.009090909090909,21.79090909090909,03-2023
12287,leather handbags sale,1,180,0.0055555555555555,22.50555555555556,03-2023
12288,leather handbags women's,1,1,1.0,5.0,03-2023
12289,leather hangbags,1,2,0.5,2.5,03-2023
12290,leather hats,1,130,0.0076923076923076,34.66153846153846,03-2023
12291,leather hobo bag uk,1,72,0.0138888888888888,10.40277777777778,03-2023
12292,leather hobo bags uk,1,22,0.0454545454545454,4.818181818181818,03-2023
12293,leather holdall bag,1,191,0.0052356020942408,3.7958115183246073,03-2023
12294,leather holdall bags,1,34,0.0294117647058823,4.617647058823529,03-2023
12295,leather holdall men,1,12,0.0833333333333333,3.6666666666666665,03-2023
12296,leather holdall men's,1,16,0.0625,1.875,03-2023
12297,leather holdall mens uk,1,7,0.1428571428571428,2.0,03-2023
12298,leather holdall sale,1,17,0.0588235294117647,24.176470588235293,03-2023
12299,leather holdall womens,1,219,0.0045662100456621,7.908675799086758,03-2023
12300,leather hooded coat,1,26,0.0384615384615384,11.461538461538462,03-2023
12301,leather hooded jacket womens,1,27,0.037037037037037,23.703703703703702,03-2023
12302,leather houses,1,2,0.5,10.0,03-2023
12303,leather items,1,12,0.0833333333333333,20.83333333333333,03-2023
12304,leather jacke,1,1,1.0,115.0,03-2023
12305,leather jacket 3/4,1,3,0.3333333333333333,1.0,03-2023
12306,leather jacket 3xl,1,26,0.0384615384615384,7.730769230769231,03-2023
12307,leather jacket 4xl,1,23,0.0434782608695652,5.869565217391305,03-2023
12308,leather jacket 6xl,1,1,1.0,8.0,03-2023
12309,leather jacket blue colour,1,3,0.3333333333333333,12.333333333333334,03-2023
12310,leather jacket brown men,1,26,0.0384615384615384,7.461538461538462,03-2023
12311,leather jacket company,1,40,0.025,17.7,03-2023
12312,leather jacket dark blue,1,1,1.0,5.0,03-2023
12313,leather jacket dark brown,1,28,0.0357142857142857,5.321428571428571,03-2023
12314,leather jacket dark green,1,1,1.0,3.0,03-2023
12315,leather jacket design for ladies,1,50,0.02,9.5,03-2023
12316,leather jacket female,1,67,0.0149253731343283,20.22388059701493,03-2023
12317,leather jacket for ladies,1,160,0.00625,7.26875,03-2023
12318,leather jacket for man,1,65,0.0153846153846153,17.4,03-2023
12319,leather jacket for men branded,1,1,1.0,72.0,03-2023
12320,leather jacket for men near me,1,1,1.0,14.0,03-2023
12321,leather jacket for mens,1,62,0.0161290322580645,16.725806451612904,03-2023
12322,leather jacket for older lady,1,1,1.0,16.0,03-2023
12323,leather jacket fur lined,1,11,0.0909090909090909,5.363636363636363,03-2023
12324,leather jacket fur men,1,5,0.2,8.8,03-2023
12325,leather jacket green colour,1,1,1.0,3.0,03-2023
12326,leather jacket hooded,1,26,0.0384615384615384,42.61538461538461,03-2023
12327,leather jacket lambskin,1,2,0.5,4.5,03-2023
12328,leather jacket manchester,1,10,0.1,5.8,03-2023
12329,leather jacket men design,1,1,1.0,49.0,03-2023
12330,leather jacket men white,1,2,0.5,3.0,03-2023
12331,leather jacket men's stores near me,1,7,0.1428571428571428,7.0,03-2023
12332,leather jacket mens black,1,3,0.3333333333333333,10.0,03-2023
12333,leather jacket mens blue,1,1,1.0,3.0,03-2023
12334,leather jacket mens long,1,7,0.1428571428571428,11.0,03-2023
12335,leather jacket mens near me,1,20,0.05,8.95,03-2023
12336,leather jacket peeling repair near me,1,1,1.0,2.0,03-2023
12337,leather jacket price in london,1,1,1.0,3.0,03-2023
12338,leather jacket price in uk,1,87,0.0114942528735632,5.689655172413793,03-2023
12339,leather jacket real leather,1,10,0.1,21.7,03-2023
12340,leather jacket red men,1,4,0.25,2.75,03-2023
12341,leather jacket scotland,1,1,1.0,13.0,03-2023
12342,leather jacket sheepskin,1,18,0.0555555555555555,6.555555555555555,03-2023
12343,leather jacket shirt,1,19,0.0526315789473684,4.315789473684211,03-2023
12344,leather jacket shop near me,1,23,0.0434782608695652,15.347826086956522,03-2023
12345,leather jacket shops,1,19,0.0526315789473684,14.578947368421051,03-2023
12346,leather jacket shops london,1,2,0.5,11.5,03-2023
12347,leather jacket side zipper,1,18,0.0555555555555555,2.4444444444444446,03-2023
12348,leather jacket size,1,31,0.032258064516129,6.516129032258065,03-2023
12349,leather jacket size 24,1,76,0.0131578947368421,2.5394736842105265,03-2023
12350,leather jacket store,1,7,0.1428571428571428,11.142857142857142,03-2023
12351,leather jacket store near me,1,1,1.0,4.0,03-2023
12352,leather jacket styles for ladies,1,30,0.0333333333333333,7.9,03-2023
12353,leather jacket styles for men,1,4,0.25,51.0,03-2023
12354,leather jacket tan,1,46,0.0217391304347826,6.891304347826087,03-2023
12355,leather jacket tan colour,1,1,1.0,3.0,03-2023
12356,leather jacket white,1,151,0.0066225165562913,4.933774834437086,03-2023
12357,leather jacket with hood mens,1,38,0.0263157894736842,9.68421052631579,03-2023
12358,leather jacket with zip,1,7,0.1428571428571428,1.2857142857142856,03-2023
12359,leather jacket xxl,1,13,0.0769230769230769,11.538461538461538,03-2023
12360,leather jackets cardiff,1,1,1.0,14.0,03-2023
12361,leather jackets female,1,2,0.5,3.0,03-2023
12362,leather jackets for big men,1,1,1.0,29.0,03-2023
12363,leather jackets for men near me,1,31,0.032258064516129,15.258064516129032,03-2023
12364,leather jackets for mens cheap,1,2,0.5,5.0,03-2023
12365,leather jackets for older guys,1,7,0.1428571428571428,16.285714285714285,03-2023
12366,leather jackets for woman,1,25,0.04,22.04,03-2023
12367,leather jackets glasgow,1,46,0.0217391304347826,9.304347826086955,03-2023
12368,leather jackets men uk,1,4,0.25,2.25,03-2023
12369,leather jackets online,1,23,0.0434782608695652,16.130434782608695,03-2023
12370,leather jackets stores,1,7,0.1428571428571428,9.285714285714286,03-2023
12371,leather jackets uk womens,1,11,0.0909090909090909,3.727272727272727,03-2023
12372,leather jackets website,1,1,1.0,45.0,03-2023
12373,leather jackets with hoods,1,82,0.0121951219512195,43.207317073170735,03-2023
12374,leather jeans mens,1,17,0.0588235294117647,11.235294117647058,03-2023
12375,leather jeckets,1,1,1.0,11.0,03-2023
12376,leather ladies,1,185,0.0054054054054054,11.502702702702702,03-2023
12377,leather ladies backpacks,1,15,0.0666666666666666,29.266666666666666,03-2023
12378,leather ladies bag,1,50,0.02,13.72,03-2023
12379,leather ladies bags,1,88,0.0113636363636363,34.90909090909091,03-2023
12380,leather ladies biker jacket,1,32,0.03125,3.90625,03-2023
12381,leather ladies rucksack,1,8,0.125,5.875,03-2023
12382,leather ladies shoulder bags,1,2,0.5,7.5,03-2023
12383,leather ladies wallet purse,1,4,0.25,29.25,03-2023
12384,leather laptop bag uk,1,11,0.0909090909090909,13.909090909090908,03-2023
12385,leather laptop satchel,1,75,0.0133333333333333,19.04,03-2023
12386,leather laptop satchel mens,1,4,0.25,27.25,03-2023
12387,leather laptop shoulder bag,1,2,0.5,3.0,03-2023
12388,leather laptop shoulder bag men's,1,1,1.0,2.0,03-2023
12389,leather living room chairs,1,75,0.0133333333333333,38.02666666666666,03-2023
12390,leather london,1,34,0.0294117647058823,16.941176470588236,03-2023
12391,leather look backpack women's,1,15,0.0666666666666666,3.333333333333333,03-2023
12392,leather look cushions,1,1,1.0,8.0,03-2023
12393,leather man bag uk,1,179,0.0055865921787709,3.122905027932961,03-2023
12394,leather man purse,1,150,0.0066666666666666,13.52,03-2023
12395,leather manbag,1,14,0.0714285714285714,7.0,03-2023
12396,leather men's backpack,1,4,0.25,5.25,03-2023
12397,leather mens backpack,1,166,0.0060240963855421,16.42168674698795,03-2023
12398,leather mens gloves uk,1,4,0.25,3.25,03-2023
12399,leather mens holdall bag,1,5,0.2,1.8,03-2023
12400,leather mens jacket,1,167,0.0059880239520958,9.676646706586826,03-2023
12401,leather mens jackets,1,49,0.0204081632653061,11.224489795918368,03-2023
12402,leather mens wash bag,1,191,0.0052356020942408,6.162303664921466,03-2023
12403,leather mens washbag,1,3,0.3333333333333333,2.333333333333333,03-2023
12404,leather mens weekend bag,1,11,0.0909090909090909,31.545454545454547,03-2023
12405,leather messenger bag uk,1,9,0.1111111111111111,19.666666666666668,03-2023
12406,leather messenger bags for men,1,202,0.0049504950495049,34.96534653465346,03-2023
12407,leather moto jacket women,1,9,0.1111111111111111,12.22222222222222,03-2023
12408,leather motorcycle jacket men's,1,3,0.3333333333333333,55.66666666666666,03-2023
12409,leather navy handbags,1,4,0.25,7.0,03-2023
12410,leather offcuts near me,1,1,1.0,1.0,03-2023
12411,leather office bag,1,112,0.0089285714285714,2.3482142857142856,03-2023
12412,leather office bag for men,1,10,0.1,68.7,03-2023
12413,leather office bag men,1,1,1.0,1.0,03-2023
12414,leather ornaments,1,45,0.0222222222222222,34.22222222222222,03-2023
12415,leather outlets,1,4,0.25,5.0,03-2023
12416,leather outlets near me,1,1,1.0,2.0,03-2023
12417,leather over the shoulder bag,1,293,0.0034129692832764,31.16382252559727,03-2023
12418,leather page holder,1,1,1.0,1.0,03-2023
12419,leather parka mens,1,4,0.25,29.5,03-2023
12420,leather peach,1,2,0.5,4.5,03-2023
12421,leather pencil skirt,1,342,0.0029239766081871,19.30701754385965,03-2023
12422,leather personal item bag,1,1,1.0,1.0,03-2023
12423,leather phone bag crossbody,1,17,0.0588235294117647,11.941176470588236,03-2023
12424,leather pilot jacket mens,1,1,1.0,9.0,03-2023
12425,leather product,1,93,0.010752688172043,28.892473118279568,03-2023
